step,phase,ee_x,ee_y,ee_z,joint_base,joint_shoulder,joint_elbow,joint_wrist_pitch,joint_wrist_roll,joint_left_finger,joint_right_finger
222,joint1_pos,-0.06350007653236389,-0.0028549733106046915,0.343112051486969,0.04493024945259094,0.11807704716920853,-1.0488831996917725,0.029565421864390373,0.05476105958223343,0.166171595454216,-0.446160227060318
223,joint1_pos,-0.06245390325784683,-0.0025012518744915724,0.34361472725868225,0.040028706192970276,0.12523943185806274,-1.048745036125183,0.030614636838436127,0.010150603950023651,0.13877245783805847,-0.41418635845184326
224,joint1_pos,-0.06171635165810585,-0.0019348905188962817,0.34394264221191406,0.031341731548309326,0.1305799037218094,-1.0474330186843872,0.028050387278199196,-0.01888423040509224,0.13783882558345795,-0.3751082122325897
225,joint1_pos,-0.061055950820446014,-0.0012937774881720543,0.344096302986145,0.021187279373407364,0.13651689887046814,-1.0468530654907227,0.02152644284069538,-0.030247695744037628,0.159763365983963,-0.33387497067451477
226,joint1_pos,-0.0603884682059288,-0.0006744351121596992,0.3441607654094696,0.011167844757437706,0.1431731879711151,-1.0468262434005737,0.01273148413747549,-0.026523035019636154,0.19657470285892487,-0.29621174931526184
227,joint1_pos,-0.05968007445335388,-0.00014712945267092437,0.3442092835903168,0.0024654355365782976,0.15027257800102234,-1.0469167232513428,0.003193845506757498,-0.008694001473486423,0.24312208592891693,-0.2673098146915436
228,joint1_pos,-0.058629680424928665,9.985641646892418e-09,0.3445558249950409,1.862645149230957e-09,0.15833336114883423,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
229,joint1_pos,-0.057431403547525406,9.806486289676286e-09,0.34503939747810364,1.862645149230957e-09,0.16666670143604279,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
230,joint1_pos,-0.056229088455438614,9.626731412026857e-09,0.3455129563808441,1.862645149230957e-09,0.17500004172325134,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
231,joint1_pos,-0.055022913962602615,9.446397442047783e-09,0.3459765315055847,1.862645149230957e-09,0.1833333820104599,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
232,joint1_pos,-0.053812846541404724,9.265483491560644e-09,0.3464300334453583,1.862645149230957e-09,0.19166672229766846,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
233,joint1_pos,-0.05259910225868225,9.084019758631712e-09,0.34687340259552,1.862645149230957e-09,0.20000006258487701,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
234,joint1_pos,-0.05138164013624191,8.901999137833627e-09,0.3473066985607147,1.862645149230957e-09,0.20833340287208557,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
235,joint1_pos,-0.050160691142082214,8.719457156303179e-09,0.34772977232933044,1.862645149230957e-09,0.21666674315929413,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
236,joint1_pos,-0.048936255276203156,8.536391149505107e-09,0.3481426239013672,1.862645149230957e-09,0.22500008344650269,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
237,joint1_pos,-0.047708336263895035,8.352810887402029e-09,0.3485453426837921,1.862645149230957e-09,0.23333342373371124,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
238,joint1_pos,-0.04647715017199516,8.168736798097598e-09,0.3489378094673157,1.862645149230957e-09,0.2416667640209198,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
239,joint1_pos,-0.045242685824632645,7.984175987019171e-09,0.3493199646472931,1.862645149230957e-09,0.25000008940696716,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
240,joint1_pos,-0.044005151838064194,7.79915154680566e-09,0.34969183802604675,1.862645149230957e-09,0.2583334147930145,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
241,joint1_pos,-0.042764514684677124,7.613666141992326e-09,0.35005342960357666,1.862645149230957e-09,0.2666667401790619,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
242,joint1_pos,-0.04152098670601845,7.427749082467017e-09,0.3504045307636261,1.862645149230957e-09,0.27500006556510925,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
243,joint1_pos,-0.04027451574802399,7.241391930534746e-09,0.35074540972709656,1.862645149230957e-09,0.2833333909511566,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
244,joint1_pos,-0.03902526572346687,7.054619111102056e-09,0.35107579827308655,1.862645149230957e-09,0.291666716337204,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
245,joint1_pos,-0.037773244082927704,6.867431956436576e-09,0.351395845413208,1.862645149230957e-09,0.30000004172325134,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
246,joint1_pos,-0.03651866689324379,6.679859332336946e-09,0.35170531272888184,1.862645149230957e-09,0.3083333671092987,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
247,joint1_pos,-0.035261500626802444,6.491902126981586e-09,0.35200443863868713,1.862645149230957e-09,0.31666669249534607,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
248,joint1_pos,-0.03400198370218277,6.3035927588828145e-09,0.3522930145263672,1.862645149230957e-09,0.32500001788139343,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
249,joint1_pos,-0.03274006396532059,6.114926343059324e-09,0.3525710999965668,1.862645149230957e-09,0.3333333432674408,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
250,joint1_pos,-0.03147578239440918,5.925904655867953e-09,0.3528386652469635,1.862645149230957e-09,0.34166666865348816,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
251,joint1_pos,-0.030209435150027275,5.736575214854156e-09,0.3530957102775574,1.862645149230957e-09,0.3499999940395355,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
252,joint1_pos,-0.028940897434949875,5.546919812360329e-09,0.3533421456813812,1.862645149230957e-09,0.3583333194255829,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
253,joint1_pos,-0.02767045795917511,5.35697619596931e-09,0.35357803106307983,1.862645149230957e-09,0.36666664481163025,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
254,joint1_pos,-0.026398003101348877,5.16673592798611e-09,0.3538033366203308,1.862645149230957e-09,0.3749999701976776,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
255,joint1_neg,-0.02767045795917511,5.35697619596931e-09,0.35357803106307983,1.862645149230957e-09,0.36666664481163025,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
256,joint1_neg,-0.028940897434949875,5.546919812360329e-09,0.3533421456813812,1.862645149230957e-09,0.3583333194255829,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
257,joint1_neg,-0.030209435150027275,5.736575214854156e-09,0.3530957102775574,1.862645149230957e-09,0.3499999940395355,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
258,joint1_neg,-0.03147578239440918,5.925904655867953e-09,0.3528386652469635,1.862645149230957e-09,0.34166666865348816,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
259,joint1_neg,-0.03274006396532059,6.114926343059324e-09,0.3525710999965668,1.862645149230957e-09,0.3333333432674408,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
260,joint1_neg,-0.03400198370218277,6.3035927588828145e-09,0.3522930145263672,1.862645149230957e-09,0.32500001788139343,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
261,joint1_neg,-0.035261500626802444,6.491902126981586e-09,0.35200443863868713,1.862645149230957e-09,0.31666669249534607,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
262,joint1_neg,-0.03651866689324379,6.679859332336946e-09,0.35170531272888184,1.862645149230957e-09,0.3083333671092987,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
263,joint1_neg,-0.037773244082927704,6.867431956436576e-09,0.351395845413208,1.862645149230957e-09,0.30000004172325134,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
264,joint1_neg,-0.03902526572346687,7.054619111102056e-09,0.35107579827308655,1.862645149230957e-09,0.291666716337204,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
265,joint1_neg,-0.04027451574802399,7.241391930534746e-09,0.35074540972709656,1.862645149230957e-09,0.2833333909511566,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
266,joint1_neg,-0.04152098670601845,7.427749082467017e-09,0.3504045307636261,1.862645149230957e-09,0.27500006556510925,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
267,joint1_neg,-0.042764514684677124,7.613666141992326e-09,0.35005342960357666,1.862645149230957e-09,0.2666667401790619,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
268,joint1_neg,-0.044005151838064194,7.79915154680566e-09,0.34969183802604675,1.862645149230957e-09,0.2583334147930145,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
269,joint1_neg,-0.045242685824632645,7.984175987019171e-09,0.3493199646472931,1.862645149230957e-09,0.25000008940696716,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
270,joint1_neg,-0.04647715017199516,8.168736798097598e-09,0.3489378094673157,1.862645149230957e-09,0.2416667491197586,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
271,joint1_neg,-0.047708336263895035,8.352810887402029e-09,0.3485453426837921,1.862645149230957e-09,0.23333340883255005,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
272,joint1_neg,-0.048936255276203156,8.536391149505107e-09,0.3481426239013672,1.862645149230957e-09,0.2250000685453415,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
273,joint1_neg,-0.050160691142082214,8.719457156303179e-09,0.34772977232933044,1.862645149230957e-09,0.21666672825813293,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
274,joint1_neg,-0.051381707191467285,8.902007131439404e-09,0.34730663895606995,1.862645149230957e-09,0.20833338797092438,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
275,joint1_neg,-0.05259910225868225,9.084019758631712e-09,0.34687340259552,1.862645149230957e-09,0.20000004768371582,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
276,joint1_neg,-0.0538129061460495,9.265491485166422e-09,0.3464299738407135,1.862645149230957e-09,0.19166670739650726,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
277,joint1_neg,-0.055022913962602615,9.446397442047783e-09,0.3459765315055847,1.862645149230957e-09,0.1833333671092987,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
278,joint1_neg,-0.056229088455438614,9.626731412026857e-09,0.3455129563808441,1.862645149230957e-09,0.17500002682209015,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
279,joint1_neg,-0.057431403547525406,9.806486289676286e-09,0.34503939747810364,1.862645149230957e-09,0.1666666865348816,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
280,joint1_neg,-0.058629680424928665,9.985641646892418e-09,0.3445558249950409,1.862645149230957e-09,0.15833334624767303,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
281,joint1_neg,-0.05968007445335388,-0.00014712945267092437,0.3442092835903168,0.0024654355365782976,0.15027256309986115,-1.0469167232513428,0.003193845506757498,-0.008694001473486423,0.24312208592891693,-0.2673098146915436
282,joint1_neg,-0.0603884682059288,-0.0006744351121596992,0.3441607654094696,0.011167844757437706,0.14317317306995392,-1.0468262434005737,0.01273148413747549,-0.026523035019636154,0.19657470285892487,-0.29621174931526184
283,joint1_neg,-0.061055950820446014,-0.0012937774881720543,0.344096302986145,0.021187279373407364,0.13651688396930695,-1.0468530654907227,0.02152644284069538,-0.030247695744037628,0.159763365983963,-0.33387497067451477
284,joint1_neg,-0.06171635165810585,-0.0019348905188962817,0.34394264221191406,0.031341731548309326,0.1305799037218094,-1.0474330186843872,0.028050387278199196,-0.01888423040509224,0.13783882558345795,-0.3751082122325897
285,joint1_neg,-0.06245390325784683,-0.0025012518744915724,0.34361472725868225,0.040028706192970276,0.12523943185806274,-1.048745036125183,0.030614636838436127,0.010150603950023651,0.13877245783805847,-0.41418635845184326
286,joint1_neg,-0.06350007653236389,-0.0028549733106046915,0.343112051486969,0.04493024945259094,0.11807703971862793,-1.0488831996917725,0.029565421864390373,0.05476105958223343,0.166171595454216,-0.446160227060318
287,joint1_neg,-0.06525905430316925,-0.0025901212356984615,0.34217342734336853,0.03966931253671646,0.10699234157800674,-1.0476408004760742,0.02154918946325779,0.09964552521705627,0.23088160157203674,-0.4384462535381317
288,joint1_neg,-0.06625586003065109,-0.0029191765934228897,0.3416699767112732,0.04403109848499298,0.1000743880867958,-1.0490037202835083,0.022896574810147285,0.08594626188278198,0.21665488183498383,-0.4361129105091095
289,joint1_neg,-0.06731194257736206,-0.0032095215283334255,0.34109440445899963,0.04764517769217491,0.09299244731664658,-1.050637125968933,0.02341150864958763,0.07264462858438492,0.20732764899730682,-0.4289730489253998
290,joint1_neg,-0.06846872717142105,-0.003418535692617297,0.3404436707496643,0.04988744109869003,0.08531489223241806,-1.0521007776260376,0.022962164133787155,0.060866497457027435,0.20458398759365082,-0.4169105887413025
291,joint1_neg,-0.06967975199222565,-0.0035706530325114727,0.3397383391857147,0.051199302077293396,0.07734547555446625,-1.053571105003357,0.02192319929599762,0.0497339628636837,0.20566456019878387,-0.401518315076828
292,joint1_neg,-0.07091596722602844,-0.003709846641868353,0.33900338411331177,0.05226597934961319,0.06916555762290955,-1.0549885034561157,0.020690908655524254,0.03998209908604622,0.2092907577753067,-0.3854285478591919
293,joint1_neg,-0.07217570394277573,-0.0038157296366989613,0.33823931217193604,0.05281856656074524,0.06078861281275749,-1.0563453435897827,0.019259240478277206,0.030168529599905014,0.21429279446601868,-0.3677535355091095
294,joint1_neg,-0.07344970107078552,-0.00388986780308187,0.3374514579772949,0.05291060730814934,0.05226699635386467,-1.05765700340271,0.01770876720547676,0.020232636481523514,0.22012604773044586,-0.3489440083503723
295,joint1_neg,-0.07472512871026993,-0.0039446731097996235,0.33664438128471375,0.05274047702550888,0.04369434714317322,-1.0590139627456665,0.016162175685167313,0.010382476262748241,0.2264227420091629,-0.32966381311416626
296,joint1_neg,-0.07598273456096649,-0.004053039010614157,0.33583003282546997,0.05329149588942528,0.0351567380130291,-1.0604701042175293,0.01485168281942606,0.0010334651451557875,0.2328472137451172,-0.31134212017059326
297,joint1_neg,-0.07723204791545868,-0.004148108884692192,0.3349948525428772,0.05365859344601631,0.026680514216423035,-1.062172770500183,0.013681181706488132,-0.009137371554970741,0.2389264553785324,-0.292093962430954
298,joint1_neg,-0.07847712934017181,-0.004221376497298479,0.33414018154144287,0.05373978987336159,0.01821245439350605,-1.0640491247177124,0.012641736306250095,-0.019431082531809807,0.24511206150054932,-0.27237439155578613
299,joint1_neg,-0.07981960475444794,-0.004255905747413635,0.33332327008247375,0.053269077092409134,0.00821051187813282,-1.0629284381866455,0.009990015998482704,-0.029385413974523544,0.25281864404678345,-0.25316932797431946
300,joint1_neg,-0.08158503472805023,-0.004096753895282745,0.3327021300792694,0.05017289146780968,-0.008066524751484394,-1.048148512840271,-0.0015351034235209227,-0.03578202426433563,0.26890936493873596,-0.23651203513145447
301,joint1_neg,-0.08323323726654053,-0.003785347333177924,0.33202648162841797,0.045447900891304016,-0.02280072309076786,-1.0352394580841064,-0.01315263006836176,-0.039169806987047195,0.28491201996803284,-0.2208869755268097
302,joint1_neg,-0.08479371666908264,-0.0033340880181640387,0.331358402967453,0.03930018097162247,-0.036748286336660385,-1.0226420164108276,-0.025011997669935226,-0.04150071740150452,0.29796740412712097,-0.20777668058872223
303,joint1_neg,-0.08629211038351059,-0.002720965538173914,0.33074524998664856,0.03152192384004593,-0.05052133649587631,-1.0089137554168701,-0.03758964315056801,-0.04228971526026726,0.30725324153900146,-0.19932469725608826
304,joint1_neg,-0.08741003274917603,-0.0022263582795858383,0.33001068234443665,0.025465067476034164,-0.05913328006863594,-1.0068327188491821,-0.041116710752248764,-0.03896854817867279,0.31021440029144287,-0.19708070158958435
305,joint1_neg,-0.08833364397287369,-0.0018019950948655605,0.3292781114578247,0.020397160202264786,-0.0655355304479599,-1.009903073310852,-0.03925055265426636,-0.033941637724637985,0.3063899874687195,-0.20169544219970703
306,joint1_neg,-0.08917167037725449,-0.0013923991937190294,0.3285650312900543,0.015613619238138199,-0.07113207876682281,-1.015159010887146,-0.03437044471502304,-0.028277220204472542,0.29810601472854614,-0.21082331240177155
307,joint1_neg,-0.0900181382894516,-0.0009599319309927523,0.3278725743293762,0.010663645341992378,-0.07708508521318436,-1.019838809967041,-0.029257996007800102,-0.014312343671917915,0.29407915472984314,-0.2268407940864563
308,joint1_neg,-0.09067802131175995,-0.000680325785651803,0.32715854048728943,0.007502601481974125,-0.08074374496936798,-1.0311121940612793,-0.016886144876480103,-0.00496468972414732,0.27957430481910706,-0.24555380642414093
309,joint1_neg,-0.09113418310880661,-0.0006785599980503321,0.3263794481754303,0.00744568882510066,-0.08172661811113358,-1.0510472059249878,0.004877340979874134,0.0005851782625541091,0.2557726204395294,-0.2670210897922516
310,joint1_neg,-0.09217638522386551,-0.0006936044665053487,0.3256182074546814,0.007524824235588312,-0.09008277207612991,-1.0510892868041992,0.0050591775216162205,-0.003953239414840937,0.2526067793369293,-0.2643383741378784
311,joint1_neg,-0.09321271628141403,-0.0007075120229274035,0.3248484432697296,0.007590385619550943,-0.09844519197940826,-1.0511034727096558,0.005206766538321972,-0.0039084358140826225,0.2524111270904541,-0.26459020376205444
312,joint1_neg,-0.0942426472902298,-0.0007215770310722291,0.3240702152252197,0.00765663618221879,-0.10680878907442093,-1.051106572151184,0.00533765833824873,-0.00386209599673748,0.252224326133728,-0.264835387468338
313,joint1_neg,-0.09526872634887695,-0.0007299685967154801,0.3232809603214264,0.00766238197684288,-0.11519092321395874,-1.0510728359222412,0.005383090116083622,-0.00378117011860013,0.2522667944431305,-0.26488712430000305
314,joint1_neg,-0.0963134840130806,-0.000683829071931541,0.32241711020469666,0.007100256159901619,-0.12353769689798355,-1.051902174949646,0.005528979003429413,-0.0034973511938005686,0.25565090775489807,-0.2615289092063904
315,joint1_neg,-0.09737558662891388,-0.000463398260762915,0.3215606212615967,0.004758876748383045,-0.13226470351219177,-1.0513477325439453,0.004250789526849985,-0.002352269133552909,0.25962188839912415,-0.25831717252731323
316,joint1_neg,-0.09842678904533386,-9.265763219445944e-05,0.320792019367218,0.0009416551329195499,-0.14143899083137512,-1.048079013824463,0.0009666403057053685,-0.00046640189248137176,0.2604179084300995,-0.2591429650783539
317,joint1_neg,-0.09942977130413055,1.6085602183579795e-08,0.31999337673187256,1.862645149230957e-09,-0.15000002086162567,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
318,joint1_neg,-0.10041798651218414,1.6233345334626392e-08,0.31916069984436035,1.862645149230957e-09,-0.15833336114883423,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
319,joint1_neg,-0.10139914602041245,1.6380036882424065e-08,0.31831976771354675,1.862645149230957e-09,-0.16666670143604279,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
320,joint1_neg,-0.10237327218055725,1.6525676826972813e-08,0.3174707293510437,1.862645149230957e-09,-0.17500004172325134,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
321,joint1_neg,-0.1033402606844902,1.667025095741792e-08,0.3166136145591736,1.862645149230957e-09,-0.1833333820104599,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
322,joint1_neg,-0.10430014133453369,1.6813759273759388e-08,0.3157484233379364,1.862645149230957e-09,-0.19166672229766846,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
323,joint1_neg,-0.1052527204155922,1.6956178683358303e-08,0.3148753046989441,1.862645149230957e-09,-0.20000006258487701,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
324,joint1_neg,-0.10619805753231049,1.7097512738928344e-08,0.31399422883987427,1.862645149230957e-09,-0.20833340287208557,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
325,joint1_neg,-0.10713592171669006,1.7237733018760082e-08,0.31310537457466125,1.862645149230957e-09,-0.21666674315929413,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
326,joint1_neg,-0.1080663725733757,1.7376843075567194e-08,0.31220871210098267,1.862645149230957e-09,-0.22500008344650269,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
327,joint1_neg,-0.10898936539888382,1.7514839356636003e-08,0.3113043010234833,1.862645149230957e-09,-0.23333342373371124,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
328,joint1_neg,-0.10990479588508606,1.7651704098398113e-08,0.31039220094680786,1.862645149230957e-09,-0.2416667640209198,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
329,joint1_neg,-0.11081258207559586,1.778742664271249e-08,0.30947253108024597,1.862645149230957e-09,-0.25000008940696716,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
330,joint1_neg,-0.11171266436576843,1.7921992778724416e-08,0.3085453510284424,1.862645149230957e-09,-0.2583334147930145,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
331,joint1_neg,-0.11260499060153961,1.8055404282790732e-08,0.3076106309890747,1.862645149230957e-09,-0.2666667401790619,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
332,joint1_neg,-0.11348946392536163,1.8187645167699884e-08,0.30666863918304443,1.862645149230957e-09,-0.27500006556510925,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
333,joint1_neg,-0.11436609923839569,1.8318706551667674e-08,0.30571919679641724,1.862645149230957e-09,-0.2833333909511566,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
334,joint1_neg,-0.11523476988077164,1.8448577776553066e-08,0.3047625422477722,1.862645149230957e-09,-0.291666716337204,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
335,joint1_neg,-0.11609546840190887,1.85772606187129e-08,0.3037986755371094,1.862645149230957e-09,-0.30000004172325134,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
336,joint1_neg,-0.11694806814193726,1.87047337618651e-08,0.3028276264667511,1.862645149230957e-09,-0.3083333671092987,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
337,joint1_neg,-0.11779259145259857,1.883099187693915e-08,0.30184951424598694,1.862645149230957e-09,-0.31666669249534607,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
338,joint1_neg,-0.1186288520693779,1.8956024305794017e-08,0.30086445808410645,1.862645149230957e-09,-0.32500001788139343,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
339,joint1_neg,-0.1194569319486618,1.9079829272072857e-08,0.2998724579811096,1.862645149230957e-09,-0.3333333432674408,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
340,joint1_neg,-0.12027674913406372,1.9202396117634635e-08,0.29887351393699646,1.862645149230957e-09,-0.34166666865348816,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
341,joint1_neg,-0.12108814716339111,1.9323707078910957e-08,0.29786786437034607,1.862645149230957e-09,-0.3499999940395355,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
342,joint1_neg,-0.12189118564128876,1.944376748497234e-08,0.29685544967651367,1.862645149230957e-09,-0.3583333194255829,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
343,joint1_neg,-0.12268571555614471,1.9562554243179875e-08,0.29583635926246643,1.862645149230957e-09,-0.36666664481163025,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
344,joint1_neg,-0.12347175180912018,1.9680074458960917e-08,0.2948106825351715,1.862645149230957e-09,-0.3749999701976776,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
345,joint1_back,-0.12268571555614471,1.9562554243179875e-08,0.29583635926246643,1.862645149230957e-09,-0.36666664481163025,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
346,joint1_back,-0.12189118564128876,1.944376748497234e-08,0.29685544967651367,1.862645149230957e-09,-0.3583333194255829,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
347,joint1_back,-0.12108814716339111,1.9323707078910957e-08,0.29786786437034607,1.862645149230957e-09,-0.3499999940395355,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
348,joint1_back,-0.12027674913406372,1.9202396117634635e-08,0.29887351393699646,1.862645149230957e-09,-0.34166666865348816,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
349,joint1_back,-0.1194569319486618,1.9079829272072857e-08,0.2998724579811096,1.862645149230957e-09,-0.3333333432674408,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
350,joint1_back,-0.1186288520693779,1.8956024305794017e-08,0.30086445808410645,1.862645149230957e-09,-0.32500001788139343,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
351,joint1_back,-0.11779259145259857,1.883099187693915e-08,0.30184951424598694,1.862645149230957e-09,-0.31666669249534607,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
352,joint1_back,-0.11694806814193726,1.87047337618651e-08,0.3028276264667511,1.862645149230957e-09,-0.3083333671092987,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
353,joint1_back,-0.11609546840190887,1.85772606187129e-08,0.3037986755371094,1.862645149230957e-09,-0.30000004172325134,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
354,joint1_back,-0.11523476988077164,1.8448577776553066e-08,0.3047625422477722,1.862645149230957e-09,-0.291666716337204,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
355,joint1_back,-0.11436609923839569,1.8318706551667674e-08,0.30571919679641724,1.862645149230957e-09,-0.2833333909511566,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
356,joint1_back,-0.11348946392536163,1.8187645167699884e-08,0.30666863918304443,1.862645149230957e-09,-0.27500006556510925,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
357,joint1_back,-0.11260499060153961,1.8055404282790732e-08,0.3076106309890747,1.862645149230957e-09,-0.2666667401790619,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
358,joint1_back,-0.11171266436576843,1.7921992778724416e-08,0.3085453510284424,1.862645149230957e-09,-0.2583334147930145,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
359,joint1_back,-0.11081258207559586,1.778742664271249e-08,0.30947253108024597,1.862645149230957e-09,-0.25000008940696716,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
360,joint1_back,-0.10990479588508606,1.7651704098398113e-08,0.31039220094680786,1.862645149230957e-09,-0.2416667491197586,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
361,joint1_back,-0.10898936539888382,1.7514839356636003e-08,0.3113043010234833,1.862645149230957e-09,-0.23333340883255005,-1.0470000505447388,0.0,0.0,0.25999999046325684,-0.25999999046325684
